action,new_state,reward,state
106.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  40  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]",-1.573133131172592,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  40  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
106.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  40  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]",-1.79940488872615,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  40  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
110.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]",-1.574987564433786,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  40  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
47.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",0.04360479276962338,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   1   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
64.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.8662248824244583,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
21.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-2.1521345027600916,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
22.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.8142842429581545,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
118.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.5938853800426334,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
52.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.0130211977744472,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
88.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.5508573978420361,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
70.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]",-2.843463089689669,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
106.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]",-3.5170735742990877,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]"
86.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]",-2.6344211838587337,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  42
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]"
4.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]",-3.5167203133289244,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]"
71.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.268033522092589,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   1
   0   1   1   0   0   1   1   1   0]"
9.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.0975713057460015,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  40  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
5.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.2723644748587066,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   1   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
28.0,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.074185407190653,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
31.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.2259997147963779,"[ 40 200 320  40 160 280  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
104.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.4576100083864308,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  42  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
35.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.8512978324806948,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
35.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.48384164945785557,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
26.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.02598811715673366,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  44  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
68.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.5671110213404243,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  38  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
75.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.921726757572097,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  40  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
71.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.452836579879755,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
90.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.24038770917101243,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  60 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
17.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.4399023296002185,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   1   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
56.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.023332438343490025,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  36  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
5.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.233990995324387,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
102.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.03508833809210589,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 300
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
90.0,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.8465667680423836,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340  80 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
6.0,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.0497976945096503,"[ 40 200 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
71.0,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-1.1210164580776667,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
26.0,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.7850266143674784,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
67.0,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.4417656894322988,"[ 40 220 320  40 160 260  40 220 320  80 160 320  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
34.0,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.8377139060218075,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   0   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
20.0,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",1.0599105006757874,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  36  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
25.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",0.13017004356143294,"[ 40 220 320  40 160 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
125.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]",-0.7142677478923429,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
65.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",0.10481686110648453,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   1   0
   0   1   1   0   0   1   1   1   0]"
15.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",0.8763978296609305,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
113.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",0.8604976752568555,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
63.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",1.0070458353312097,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
123.0,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",1.0562819221266038,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  38   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
67.0,"[ 40 220 320  40 140 260  40 220 320  80 160 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",1.67016720045376,"[ 40 220 320  40 140 260  40 220 320  80 160 300  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
93.0,"[ 40 220 320  40 140 260  40 220 320  80 160 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.010720428173526853,"[ 40 220 320  40 140 260  40 220 320  80 160 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  38  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
60.0,"[ 40 220 320  40 140 260  40 220 320  80 180 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.1338656031246282,"[ 40 220 320  40 140 260  40 220 320  80 160 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
60.0,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.09514176237656757,"[ 40 220 320  40 140 260  40 220 320  80 180 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
