action,new_state,reward,state
119.0,"[ 40 220 280  40 180 260  80 200 240  60 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]",-1.5210488173090218,"[ 40 220 280  40 180 260  80 200 240  60 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   1   0]"
55.0,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]",-3.804385043010546,"[ 40 220 280  40 180 260  80 200 240  60 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]"
75.0,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]",-2.2541839408522346,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  40  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]"
77.0,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.22784858957878,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   1   1   1   0   1   1   1   0   0]"
56.0,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.7847423582052926,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  42  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
60.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.8442201706217363,"[ 40 220 280  40 180 260  80 200 240  40 120 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
117.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.0481324500331186,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  38  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
50.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  44  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-1.9471113004545992,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  36  44  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
56.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.573322782637557,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  44  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
21.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.358701089944092,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
115.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.434476172624478,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
73.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.0875704195833626,"[ 40 220 280  40 180 260  80 200 240  40 140 300  40 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
52.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.222381931651242,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   0   0   0   1
   0   1   1   0   1   1   1   0   0]"
122.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.906251832315514,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
45.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.277015146438385,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  40  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
56.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.867846849829288,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
41.0,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.7366349810113144,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   1   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
1.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.5220289183034836,"[ 40 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
82.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-1.0846533714909476,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
23.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.5686855913552913,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   1   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
19.0,"[ 20 220 280  20 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.0887089690444607,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
18.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.512092447766198,"[ 20 220 280  20 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
82.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.739848788466128,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
28.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.4069904011850443,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   0   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
86.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.5095144873144637,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
95.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.4656642786879726,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
114.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.6464388003601105,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
123.0,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-3.5371434870165146,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  38   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
24.0,"[ 20 220 280  40 200 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-5.21650660829655,"[ 20 220 280  40 180 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
30.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.261963575409256,"[ 20 220 280  40 200 260  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
115.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.153366166790926,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 280
   0 180 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
103.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-4.360837965155008,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 280
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
41.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]",-2.7761779659310903,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
107.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.8891805461456403,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   1   1   0   0]"
27.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-4.109916293032274,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  46  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
85.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-2.469467977005555,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 320  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
98.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-4.966105326629594,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  36  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
91.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.842191261170246,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  60 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
104.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.627294804953677,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  44  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
102.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 280
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-2.6736733179925,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 260
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
9.0,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.1776549233381446,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 280
   0 160 300  44  40  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
66.0,"[ 20 220 280  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.10112267010183,"[ 20 220 280  40 200 280  80 200 240  40 140 300  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
13.0,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.4894027668387935,"[ 20 220 280  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
79.0,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.619628262655141,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
70.0,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]",-3.0760108710177985,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
83.0,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]",-3.5383748244388267,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   1   1   0   1   0   1   0   0]"
100.0,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]",-2.2732055772579933,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]"
19.0,"[ 20 220 260  20 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]",-3.114470977150977,"[ 20 220 260  40 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]"
64.0,"[ 20 220 260  20 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   1   1
   0   0   1   0   1   0   1   0   0]",-3.6547680123240265,"[ 20 220 260  20 200 280  80 200 240  40 140 320  20 120 300  40 160 280
   0 160 300  44  38  40  36  44  46  46  38  38  46  36  40  38  42  46
  36  38  46  44  36  36   0   1   0   0   1   1   0   1   1   0   0   1
   0   0   1   0   1   0   1   0   0]"
